bucket	ids	published	date	section	line	text
?	cdg-3765|cdg-2775|cdg-3773	cdg-3765:true,cdg-2775:true,cdg-3773:true	2026-06-28	(前言平鋪)	203	第九批 3 款中文/雙語版（localized）— 魔眼殺機3血戰札諾爾 cdg-3765（珍218，adnd）、瘋狂主宰 cdg-2775（珍222）、魔胎 cdg-3773（珍231，標「中英文雙語版」）皆智冠官方中文化（content_language zh）；魔胎/橋牌高手/明星職棒資料片同屬 Capstone
SOURCE	cdg-2775	cdg-2775:true	2026-06-28	(前言平鋪)	204	瘋狂主宰（cdg-2775）genre — Mega Lo Mania 被視為首款含科技樹的即時戰略，agent 傾向 RTS；本批沿用既有 SLG（上帝/策略遊戲，borderline RTS），待定奪（2026-06-28）
SOURCE	cdg-4227	cdg-4227:true	2026-06-28	(前言平鋪)	205	大海戰：北大西洋篇（cdg-4227）developer — Great Naval Battles：本批採 SSI（發行兼常見開發掛名），惟 Internet Archive 標開發 IO Design Group，待 MobyGames credits 確認；genre 採 SIM（艦長視角/逐甲板損管/即時），亦
?	cdg-3995	cdg-3995:true	2026-06-28	(前言平鋪)	206	永生不滅（cdg-3995）— The Immortal 設計者 Will Harvey（developer 暫填其名）、EA 發行、DOS 版 Sandcastle 移植；year 採首發 1990（Apple IIGS），DOS 版 1991；genre AADV（2026-06-28）
SOURCE	cdg-4629	cdg-4629:true	2026-06-28	(前言平鋪)	207	橋牌高手（cdg-4629）同名歧義 — Bridge Master 有兩款 1992 DOS 同名作（Greenleaf/Capstone vs Intelligent Software）；依珍藏版與 Capstone 系列同捆判定為 Greenleaf/Capstone，待盒裝實物複核（2026-06-28）
?	cdg-4628|cdg-3765	cdg-4628:true,cdg-3765:true	2026-06-28	(前言平鋪)	208	魔法船(cdg-4628)/魔眼殺機3(cdg-3765) 已掛 adnd — Spelljammer、EOB III 為 AD&D 授權；瘋狂主宰非 D&D 不掛（2026-06-28）
SOURCE	cdg-4639	cdg-4639:true	2026-06-28	(前言平鋪)	209	白浪忍者（cdg-4639）平台存疑 — Surf Ninjas 國際間僅見 NuFX 開發、Sega 發行的 Sega Game Gear 掌機版，查無 DOS/PC 版；軟體世界珍藏版卻以 DOS 收錄（珍250）。暫標 release_status: unverified、developer NuFX/US，待盒
EDIT	cdg-4635|cdg-4638|cdg-4227|cdg-4227	cdg-4635:true,cdg-4638:true,cdg-4227:true,cdg-4227:true	2026-06-28	(前言平鋪)	210	大海戰系列 developer 一致性 — 本批資料片美軍艦隊（cdg-4635,珍245）/戰場編輯（cdg-4638,珍249）沿用本體 cdg-4227 的 developer SSI；惟研究指實際開發為 IO Design Group（SSI 僅發行），與 cdg-4227 既有待查項同源，整個大海戰家族 de
SOURCE	cdg-4633	cdg-4633:true	2026-06-28	(前言平鋪)	211	仗義遊俠2（cdg-4633）genre — Paladin II 為奇幻回合制戰術 RPG（含角色匯入/養成），採 SLG 沿用珍藏版「戰略」分類；亦可論 SRPG（戰棋角色扮演），待定奪（2026-06-28）
?	cdg-3729|cdg-4001|cdg-4089|cdg-3729	cdg-3729:true,cdg-4001:缺檔,cdg-4089:缺檔,cdg-3729:true	2026-06-28	(前言平鋪)	212	魔法門外傳2 重複已 merge — cdg-3729（正本，珍239，智冠中文版）；cdg-4001（珍239 來源）、cdg-4089（offlinelist 裸重複）已設 status:merged → cdg-3729、content 檔刪除（2026-06-28）
SOURCE	cdg-4091|cdg-0321	cdg-4091:true,cdg-0321:true	2026-06-28	(前言平鋪)	213	中華職棒經理人資料片（cdg-4091）細節 — 智冠 1994-04-15 發行，掛 1993 本體《中華職棒》(cdg-0321,職棒四年) 之下；「經理模式/每月增補球員」描述部分來源實談《中華職棒2》，正文已保守寫為「加入經理/教練導向玩法」，具體新增項目待台灣史料佐證。本體年份 1993（非 1994）（20
?	cdg-3642	cdg-3642:true	2026-06-28	(前言平鋪)	214	高速小霸王（cdg-3642）— Speed Racer in The Challenge of Racer X 為純賽車（採 RCG），非賽車+動作；賽車+橫向動作者為另作 My Most Dangerous Adventures (1994)。原作評價極差（CGW 列史上最爛第28），正文中性未著墨（2026-06
?	cdg-4020|cdg-0553|cdg-4020|cdg-0553	cdg-4020:缺檔,cdg-0553:true,cdg-4020:缺檔,cdg-0553:true	2026-06-28	(前言平鋪)	215	工人物語 dedup 已處理 — cdg-4020「工人物語：建國篇」(boneash 裸 stub) 與 cdg-0553「工人物語1」(The Settlers/Serf City，SWT293) 同款同珍293 → cdg-4020 設 merged→cdg-0553、content 刪除（2026-06-28）
EDIT	cdg-4660|cdg-4227	cdg-4660:true,cdg-4227:true	2026-06-28	(前言平鋪)	216	大海戰2（cdg-4660）developer — GNB Vol II: Guadalcanal 同大海戰家族，採 SSI 與本體一致；Internet Archive/MobyGames 標 IO Design Group 開發，與 cdg-4227 既有待查項同源，整族待一併訂正（2026-06-28）
?	cdg-0324|cdg-2736|cdg-3635	cdg-0324:true,cdg-2736:true,cdg-3635:true	2026-06-28	(前言平鋪)	217	schema REGIONS 擴充 — 新增 SE（瑞典，Digital Illusions：乒乓彈珠檯 cdg-0324／夢幻彈珠檯 cdg-2736）、AU（澳洲，Animation F/X：驚魂塔 cdg-3635）；game.schema.mjs + schema.md 同步（2026-06-28）
SOURCE	cdg-1292	cdg-1292:true	2026-06-28	(前言平鋪)	218	cite 機制踩坑（已修）— game 頁僅 references.cited（keyed）會帶 data-key、被 [N] 連結；general key（wikipedia/mobygames/chiuinan…）無 data-key、cite 連不到。第 1–4 批曾誤用 general key 當 data-r
?	cdg-2901|cdg-2916|cdg-2901	cdg-2901:true,cdg-2916:true,cdg-2901:true	2026-06-28	(前言平鋪)	219	銀河艦隊同名混淆（已修）— cdg-2901「銀河艦隊」實為精訊 Galaxy Fleet（台灣自製 1992,JXD006），曾被 fuzzy 誤掛珍311；珍311 實為 Wing Commander: Armada（Origin）→ 已寫入 cdg-2916（銀河飛將無敵艦隊,SWT311/珍311），並從 cd
SOURCE	cdg-4078	cdg-4078:true	2026-06-28	(前言平鋪)	220	魔域傳奇：神聖之符（cdg-4078）中文版待確認 — offlinelist 檔名標「中文版」，但無 chiuinan 中文頁佐證、國際源僅見英文版（DreamForge/SSI 1994）；暫採 packaging/en，若智冠中文版獲證則改 localized/zh（珍313,adnd）（2026-06-28）
?	cdg-2168	cdg-2168:true	2026-06-28	(前言平鋪)	221	schema REGIONS 再擴充 — 新增 IL（以色列，Compro Games：超擬真機車爭霸戰 cdg-2168）（2026-06-28）
SOURCE	cdg-4121|cdg-4130|cdg-2461	cdg-4121:true,cdg-4130:true,cdg-2461:true	2026-06-28	(前言平鋪)	222	台灣自製三款資料稀少 — 宇宙英雄 cdg-4121（艾生,珍309,年代1994/1995兩說）、超級灌籃大賽 cdg-4130（智冠,珍322,BASK,仿NBA Jam,developer 未明確署名暫填智冠）、暗棋聖手 cdg-2461（至通,珍314）；玩法/年代細節待台灣史料補強（2026-06-28）
EDIT	cdg-4660	cdg-4660:true	2026-06-28	(前言平鋪)	223	大海戰2(cdg-4660)已建 — 見前項 GNB 家族 developer 待訂正（2026-06-28）
SOURCE	cdg-0684	cdg-0684:true	2026-06-28	(前言平鋪)	224	卡通快打（cdg-0684）為韓國遊戲 — Pee & Gity 開發商 Family Production 是南韓商（非台灣自製）；智冠中文版（珍326），developer_region 訂為 KR、localized/zh；原作年代 1993/1994 兩說、中文版約1995（2026-06-28）
SOURCE	cdg-4129	cdg-4129:true	2026-06-28	(前言平鋪)	225	超級大富翁（cdg-4129）developer 存疑 — Billionaire 查無年代相符歐美原版，offlinelist 將 developer 登記為智冠（可能為 publisher 預設值）；暫填 developer 智冠/TW/native、genre TBG，待考（2026-06-28）
SOURCE	cdg-0394|cdg-0395	cdg-0394:true,cdg-0395:true	2026-06-28	(前言平鋪)	226	超級大戰略 台海二部（cdg-0394 閏八月珍332／cdg-0395 釣魚台珍338）— Dragon Group（catalog/chiuinan）vs 漢堂資訊（cn-dos-games）開發商兩說，並列待釐清；為借 SystemSoft「大戰略」名號的台灣自製仿作 → 由 localized 改 native
?	cdg-0394	cdg-0394:true	2026-06-28	(前言平鋪)	227	id 4669/4671 未啟用 — 第六批原預留給超級大戰略×2，後確認為既有 cdg-0394/0395，故 4669/4671 未配（Tornado 用 4670）；append-only 跳號，無礙（2026-06-28）
?	cdg-0879	cdg-0879:true	2026-06-28	(前言平鋪)	228	裝甲元帥（cdg-0879）為智冠中文版（localized/zh,珍329）；卡通快打/Pee&Gity 等同批；schema REGIONS 本批未再擴充（KR 已存在）（2026-06-28）
SOURCE	cdg-1782|cdg-1780|cdg-1780|cdg-1780|cdg-1782	cdg-1782:false,cdg-1780:false,cdg-1780:false,cdg-1780:false,cdg-1782:false	2026-06-29	(前言平鋪)	229	惡魔城/Castlevania 的 貴204 歸屬待釐清 — softworld 掃描 貴204 標「惡魔城傳說／Castlevania」，中文名指向 cdg-1782（惡魔城傳說＝Castlevania III 悪魔城伝説），英文名卻是 bare Castlevania（指 cdg-1780 惡魔城）；目前 貴204
SOURCE	cdg-4682	cdg-4682:true	2026-06-29	(前言平鋪)	230	紅色十月號（cdg-4682）同名兩款 DOS 待辨 — The Hunt for Red October 在 DOS 上有兩款：①1987 潛艇模擬（Oxford Digital Enterprises/GB，改編 Tom Clancy 小說，Argus Press→Grandslam），②1990 動作遊戲（Ima
SOURCE	cdg-3999|cdg-3222|cdg-3999|cdg-3222	cdg-3999:true,cdg-3222:false,cdg-3999:true,cdg-3222:false	2026-06-29	(前言平鋪)	231	鐵甲爭霸戰（cdg-3999）vs 機甲爭霸戰：新月鷹的誕生（cdg-3222）— 兩筆疑為同一遊戲 BattleTech: The Crescent Hawk's Inception（Westwood／Infocom 1988）的重複條目：cdg-3999 為軟體世界貴族版（貴108，已填寫發佈），cdg-3222 
SOURCE	cdg-4720	cdg-4720:true	2026-06-30	(前言平鋪)	232	地心探險（cdg-4720，貴153）開發商歸屬待查證 — Journey to the Centre of the Earth 為多款同名遊戲（1989 Topo Soft/ES、1988 Chip、1994 softWORKS、Coktel Vision 等）。本批以最符合貴族版 budget-port 輪廓的 T
DECIDE	cdg-0494|cdg-0498	cdg-0494:false,cdg-0498:true	2026-06-30	(前言平鋪)	233	太空小蜜蜂同名 6 款（cdg-0494~0499）— 此為台灣對太空射擊遊戲的泛稱；貴160 確認為 cdg-0498（Better Dead Than Alien，已消歧義發佈）。boneash fuzzy-merge 曾把貴160＋softworld@boneash-scan provenance 誤掛到全部 6
?	cdg-3271	cdg-3271:true	2026-06-30	(前言平鋪)	234	烏茲衝鋒槍（cdg-3271，貴159）developer 取 Taito/JP（IP 與 chiuinan「TAITO 1989」一致）；惟 DOS 版實際移植商為 Banana Development/US（Taito America 發行），Ocean 僅做歐洲家用電腦版。若房屋風格偏列移植商可改 Banana 
SOURCE	cdg-4739	cdg-4739:true	2026-06-30	(前言平鋪)	235	獸王記（cdg-4739，貴212）DOS 版移植商存疑 — Altered Beast 街機原作 Sega/JP（1988）確定；惟 MS-DOS 版（1990）的移植商「Unlimited Software」與發行商「Activision」僅見於 MobyGames／社群，Wikipedia 未載，故正文僅寫「19
SOURCE	cdg-4742	cdg-4742:true	2026-06-30	(前言平鋪)	236	銀行大盜（cdg-4742，貴217）開發商國別存疑 — Bank Buster developer 取 Methodic Solutions（Atari Legend／My Abandonware），惟國別佐證偏弱：各平台移植者姓名混雜（Amiga 版 J.W. Versluis 荷蘭名、Atari ST 版 M. 
SOURCE	cdg-4430	cdg-4430:true	2026-06-30	(前言平鋪)	237	行星末日戰記（cdg-4430，貴219）Data East 美版發行說未證實 — 英文維基記「Data East 1989」未獲他源佐證，本批採法文維基的開發 HiTec Productions／發行 Infogrames；桌遊原作設計者英文維基誤植 Joseph Reiser，實為 Delfanti／Mathieu
SOURCE	cdg-4763	cdg-4763:true	2026-06-30	(前言平鋪)	238	樂透黃金夢（cdg-4763，貴265）查無公開資料 — softworld 掃描標 genre「博奕」、軟體世界貴族版 budget 釋出；多輪中英文檢索（MobyGames/abandonware/Wikipedia/巴哈）均無此款 DOS 遊戲足跡，「Lotto Gold」只命中現代彩券分析軟體。已建未發佈 st
SOURCE	cdg-4768|cdg-4029|cdg-3959	cdg-4768:缺檔,cdg-4029:true,cdg-3959:true	2026-06-30	(前言平鋪)	239	軟體世界貴族版三款台製小品 developer 具名待考 — 撞球補習班（cdg-4768,貴275,1992,SPG）／MH28雷火戰機（cdg-4029,貴276,1992,STG）／瑪麗姊妹（cdg-3959,貴277,1993,ACT）皆 cn-dos-games/offlinelist/rwv 掛智冠/軟體世
CLOSE	cdg-3959	cdg-3959:true	2026-06-30	(前言平鋪)	240	瑪麗姊妹/Sister Mary（cdg-3959,貴277）一手證據補充 — 反組譯遊戲執行檔確認：原始 build 1992-12-13（非 1993，1993 為貴族版重發年）、MARY.CFG 含「SisterMary.setup」、INSTALL.EXE 洩漏「SoftWorld 1992」著作權字串、遊戲內
SOURCE	cdg-4763	cdg-4763:true	2026-06-30	(前言平鋪)	241	樂透黃金夢（cdg-4763,貴265）已發佈 — 使用者提供包裝實物：developer Capstone（IntraCorp 旗下廉價品牌「The Pinnacle of Entertainment Software」/US）、英文介面、中文包裝→packaging，38 種美式樂透玩法＋7 種機率分析法、genr
?	cdg-3959	cdg-3959:true	2026-06-30	(前言平鋪)	242	瑪麗姊妹/Sister Mary（cdg-3959,貴277）已確認結案 — 使用者提供封面：標示「第三屆金磁片獎智育動作類高級組銀牌獎作品」，確認為智冠金磁片獎自製作（同決戰俄羅斯/魔點/麻雀俄羅斯系），玩法為《魔鬼氣球》(Pang/Super Pang)式射汽球（先前「瑪利歐平台跳躍」推測已推翻）。依手足慣例改 d
SOURCE	cdg-1601	cdg-1601:true	2026-06-30	(前言平鋪)	243	軟體世界「貴族版／珍藏版／平價版」三條發行線定位待考據 — 三線名僅見於 boneash「骨灰集散地」收藏圖鑑（即本庫 softworld-games.json 來源），無正式文獻說明其區別（定價？包裝？CD/磁片？年代先後？）。維基〈軟體世界〉只佐證整個品牌是智冠＋精訊「付版權費前的平價外版重發」這一宏觀脈絡，未細分
?	cdg-4725|cdg-1609	cdg-4725:true,cdg-1609:缺檔		(a) 疑似重複 → 退役 stub、併入 published	251	俄羅斯方塊2：保留 cdg-4725（Doka 1989 貴171, PUB）／退役 cdg-1609（Doka,Sphere 1989 stub）
?	cdg-0503|cdg-4201	cdg-0503:true,cdg-4201:缺檔		(a) 疑似重複 → 退役 stub、併入 published	252	太閤立志傳：保留 cdg-0503（KOEI 1995 PUB）／退役 cdg-4201（1995 null stub）
?	cdg-4594|cdg-3803	cdg-4594:true,cdg-3803:缺檔		(a) 疑似重複 → 退役 stub、併入 published	253	歡樂滿點：保留 cdg-4594（Sierra 1991 珍137 PUB）／退役 cdg-3803（同 stub）
?	cdg-4583|cdg-2599	cdg-4583:true,cdg-2599:缺檔		(a) 疑似重複 → 退役 stub、併入 published	254	醫生也瘋狂2：腦科篇：保留 cdg-4583（Software Toolworks 1990 珍100 PUB）／退役 cdg-2599
?	cdg-4693|cdg-4025	cdg-4693:true,cdg-4025:缺檔		(a) 疑似重複 → 退役 stub、併入 published	255	銀河帝國大決戰：保留 cdg-4693（Interstel 1987 貴071 PUB）／退役 cdg-4025（null stub）
?	cdg-0039|cdg-4085	cdg-0039:true,cdg-4085:缺檔		(a) 疑似重複 → 退役 stub、併入 published	256	鐵路A計畫：保留 cdg-0039（Artdink 1992 PUB）／退役 cdg-4085（null stub）
?	cdg-4616|cdg-1961	cdg-4616:true,cdg-1961:缺檔		(a) 疑似重複 → 退役 stub、併入 published	257	雀之塔：cdg-4616（珍201 PUB 但 dev/year 空）⇄ cdg-1961（智冠 1993 stub，metadata 較全）— ⚠ 保留 PUB 的 4616 但須把 1961 的 智冠/1993 併過去
?	cdg-4610|cdg-1552	cdg-4610:true,cdg-1552:缺檔		(a) 疑似重複 → 退役 stub、併入 published	258	香港麻將：保留 cdg-4610（Nine Dragons 1992 珍180 PUB）／退役 cdg-1552（九龍＝Nine Dragons stub）
?	cdg-2417|cdg-2418	cdg-2417:true,cdg-2418:false		(b) 同碼誤掛在不同款的 stub 上 → 從 stub 移除 release_code 與連帶 softworld@boneash-scan provenance	261	星際爭霸戰：珍161 屬 cdg-2417（Interplay 1992）；cdg-2418~2437 共 20 款 Star Trek STUB 全誤掛 珍161 → 逐一移除（量大）
?	cdg-0210|cdg-0223	cdg-0210:true,cdg-0223:false		(b) 同碼誤掛在不同款的 stub 上 → 從 stub 移除 release_code 與連帶 softworld@boneash-scan provenance	262	三國志：貴078 屬 cdg-0210（KOEI 1985）；cdg-0223（2002）移除
?	cdg-0962|cdg-0968	cdg-0962:true,cdg-0968:缺檔		(b) 同碼誤掛在不同款的 stub 上 → 從 stub 移除 release_code 與連帶 softworld@boneash-scan provenance	263	名車大賽：貴019 屬 cdg-0962（1987 Test Drive）；cdg-0968（2002）移除
?	cdg-0399|cdg-0400	cdg-0399:true,cdg-0400:false		(b) 同碼誤掛在不同款的 stub 上 → 從 stub 移除 release_code 與連帶 softworld@boneash-scan provenance	264	大海盜：貴023 屬 cdg-0399（MicroProse 1987）；cdg-0400（Firaxis 2004 重製）移除
?	cdg-3158|cdg-3159	cdg-3158:true,cdg-3159:false		(b) 同碼誤掛在不同款的 stub 上 → 從 stub 移除 release_code 與連帶 softworld@boneash-scan provenance	265	槍林彈雨：貴180 屬 cdg-3158（1988）；cdg-3159（2002）移除
SOURCE	-	(無id)	2026-07-01	同名 dedup/誤掛碼 執行紀錄	275	格鬥學園（新意）查無 — 使用者要求建條目，但跨來源（kudgame/巴哈/PTT/chiuinan/fandom/Google）零命中；kudgame 列「新意」名下只有 3 款（幻世喜譚、鐵甲紀元－戰魂、魔石神劍錄），無格鬥學園。近似的是日廠 EIGHTING《激鬥學園》（戲谷代理、3D格鬥），名稱與廠商皆不符。待
SOURCE	-	(無id)	2026-07-01	同名 dedup/誤掛碼 執行紀錄	277	格鬥學園（新意，副標 Ultimate Blade）仍查無 — 使用者補「Ultimate Blade」副標、疑為代理外國格鬥遊戲；但 MobyGames 查 "Ultimate Blade" 無此標題、chiuinan/fandom/巴哈/PTT/Google 全無命中，本庫「新意」對應開發商創意鷹翔名下亦無此款。待
SOURCE	cdg-1131|cdg-1130	cdg-1131:true,cdg-1130:true	2026-07-01	同名 dedup/誤掛碼 執行紀錄	278	求婚365日2（cdg-1131）developer 已訂正智傲娛樂(HK) — 外部多源（游民星空/粵語維基/香港遊戲歷史Wiki）指開發發行為香港智傲娛樂(GameOne)2000-03-23，原 DB「勁一番」應為沿用前作誤植；大宇為台灣代理（依 DB 既有，待盒裝佐證）。前作 cdg-1130 仍為台灣勁一番（
SOURCE	cdg-2802	cdg-2802:true		鷹揚資訊建頁衍生的資料疑點	281	cdg-2802《瘋狂醫院》(1993) developer 標 **龍翔**／精訊發行；但百度年表、銀狐回憶文（sfoxstudio Part 8）皆稱瘋狂醫院程式作者後創立**鷹揚**、初代亦掛鷹揚。龍翔 vs 鷹揚 待釐清（可能龍翔為早期工作室名／或誤植）。鷹揚公司頁已迴避直接指派初代歸屬，僅述「公司由瘋狂醫院程
?	cdg-2378|cdg-2379	cdg-2378:true,cdg-2379:true		鷹揚資訊建頁衍生的資料疑點	282	cdg-2378《明日之星》(1995) publisher_tw 目前空 → 百度年表載發行商為**歡樂盒多媒體**（單源、中可信），可補；續作 cdg-2379 明日之星2 (1997) 同屬歡樂盒
SOURCE	cdg-2802	cdg-2802:true		鷹揚資訊建頁衍生的資料疑點	283	初代瘋狂醫院發行年兩說：百度 1993-09 首發 vs 巴哈/gamebase 1995（疑再版/上架日）。cdg-2802 現標 1993
?	-	(無id)		軟體世界平價版 英文原作待考	287	竹香齋（平005，類別「益智」）— 名取清代象棋殘局譜書名，強烈暗示象棋/殘局類程式；夾在 Psion Chess（平003）、Chessmaster 2000（平012）等西方棋類移植間，但西方移植不會取此古典漢名，另一可能為台灣本地自製象棋程式塞入平價版線。查無實據
?	-	(無id)		軟體世界平價版 英文原作待考	288	國際密探（平009）— 推測性線索：同清單平033「緊急追緝令」＝Where in the U.S.A. is Carmen Sandiego?，Broderbund 同期另有 Where in the World is Carmen Sandiego?（1985，玩家為 ACME 密探全球追捕 VILE），語意吻合但
SOURCE	-	(無id)		軟體世界平價版 平021「瘋狂運動員／Lode Runner III」對應原作待考	292	平021 瘋狂運動員 name_en 標「Lode Runner III」，但 1980 年代 Broderbund 從未發行過家用電腦／DOS 版「Lode Runner III」。唯一名為「Lode Runner III」的正式產品是 Irem 授權自 Broderbund 的街機《Lode Runner III 
SOURCE	-	(無id)		軟體世界平價版 平032「上海之謎」英文原作待考	295	平032 上海之謎：softworld-games.json 的 name_en 與 genre 皆 null，過去 pipeline 亦未鑑定。確定「不是」Activision 的《上海》(Shanghai／平052 對應款，麻將接龍另有編號)。鄰近編號(平028~035)全為 1986–87 西方進口款，故 平03
SOURCE	cdg-2417	cdg-2417:true		軟體世界「8平」目錄 8平014 星際爭霸 原作待考	298	8平014 星際爭霸（boneash 掃描表「8平」段，類別/英文名皆空白）原作未定。DB 有一大串「星際爭霸戰」（cdg-2417 珍161＝Interplay Star Trek 1992 等 20+ 款）與「星海爭霸」（StarCraft），但 8平 屬 1980 年代 8-bit 平價目錄，年代不符 StarC
SOURCE	cdg-1539|cdg-3866	cdg-1539:缺檔,cdg-3866:true		誤掛貴碼清理	303	**dedup 待查**：cdg-1539 飛天戰神（Sierra DOS Thexder, SWE006）與 cdg-3866 機動戰士（Game Arts Thexder）疑為同一款 Thexder 的重複條目，待併
SOURCE	cdg-2341|cdg-1835	cdg-2341:true,cdg-1835:true		TGL 古大陸物語／神奇傳說系列 兩處存疑	306	cdg-2341 新神奇傳說3（Farland Symphony）`publisher_tw: 智冠` 為**推論非直接佐證**：日本原版 2002，台灣確有中文版（巴哈 ACG「新神奇傳說3中文版」），但無來源直接標明代理商；因智冠代理整條神奇傳說／遠征奧德賽線、且 2002 前後智冠已併購台灣帝技爺如，故歸智冠。待
SOURCE	cdg-0918	cdg-0918:true		TGL 古大陸物語／神奇傳說系列 兩處存疑	307	cdg-0918 古大陸物語5 台灣盒裝正字「毀滅天鏡」vs「毀滅天境」（境/鏡形近，社群多用「天鏡」、cn-dos-games fandom 用「天境」）待封面掃圖仲裁；日文副題「大地の絆」＝直譯「大地之絆」為語意正解，已列 alias
SOURCE	cdg-1371	cdg-1371:false		協和代理批次 三處存疑	310	cdg-1371 青澀寶貝2 開發商有來源分歧：英文來源（MobyGames/WebSearch 摘要）標 Stack Software 開發、NEC Interchannel 發行；日文維基則作 NEC Interchannel 開發並發行。MobyGames 頁 403 未能核對 credits。現 `develo
SOURCE	cdg-4830	cdg-4830:false		協和代理批次 三處存疑	311	cdg-4830 小郵差加奈 台灣代理商分歧：kudgame 協和清單歸【協和】，但巴哈 ACG 資料庫記代理廠商＝雄圖資訊、時點約 2001。現 `publisher_tw` 依使用者清單暫填協和、正文並陳雄圖資訊；待實體盒裝或雜誌確認。原作為 D.O.《加奈～いもうと～》角色的桌寵郵件軟體（INTERLEX 開發）
SOURCE	cdg-4828	cdg-4828:false		協和代理批次 三處存疑	312	cdg-4828 勇者之光（Favorite Dear）台灣版《逆襲》副標來源薄弱：日方無對應副標，研判為協和 Windows 加強版（追加第 13 位勇者）的行銷副標，無強力單一來源可確認；完整標題已列 alias，正文未展開。台灣代理年 2001 為概估（日本 Windows 版 2000-06），待確認。
SOURCE	cdg-4829	cdg-4829:false		協和代理批次 三處存疑	313	cdg-4829 鬼妮 原作完全失考：僅知協和代理、有中英文版（早期盜版目錄 G666 中文／G696 英文），無法反查日本原作或西方原作，標 `release_status: unverified`、多數欄位留 null。突破點：協和實體盒裝或當年雜誌。
SOURCE	cdg-1476	cdg-1476:true		精訊 galgame/RPG 系列批次 存疑	316	cdg-1476 美少女夢工場Q 台灣代理商與發行日未定：青衫頁「待補」，網路一筆「2000/3/15 精訊」明顯有誤（早於日版 2001/2 發售）。現 `publisher_tw: []`、正文僅陳述「有中文版流通」不指名代理。突破點：巴哈 ACG s=27088 或實體盒裝。
SOURCE	-	(無id)		精訊 galgame/RPG 系列批次 存疑	317	美少女夢工場 PM3/PM4/PM5 台灣發行年（1998/2005/2007）多為青衫單一來源；日版原始年另記於正文，待第三方佐證台灣確切上市日。
SOURCE	cdg-1619	cdg-1619:true		精訊 galgame/RPG 系列批次 存疑	318	cdg-1619 俠客英雄傳XP「劇情大幅擴展改編」為百度系摘要單源；與 DOS 三代的具體差異待更可靠來源。
?	cdg-4840	cdg-4840:true		精訊 galgame/RPG 系列批次 存疑	319	cdg-4840 夏色Celebration 台灣發行日（2000/09/28）僅巴哈 ACG 單源；原版全年齡、活動限定 R 版非台灣代理範圍。
SOURCE	cdg-2348	cdg-2348:true		宇峻／奧汀／宇峻奧汀 系列批次 存疑	322	cdg-2348 新絕代雙驕前傳 開發歸屬與製作人：chiuinan/維基記宇峻奧汀開發，百度記「北京飛行船軟件」開發、宇峻奧汀發行；製作人「羅國俊」亦僅百度單一來源。現 `developer: 宇峻奧汀`、未填 staff[]，待第二源交叉驗證後再補。
SOURCE	cdg-0376	cdg-0376:true	2000-12-25	宇峻／奧汀／宇峻奧汀 系列批次 存疑	323	cdg-0376 大富翁世界之旅2 發行年：一手證據（官方站更新集中 2001Q1、游俠秘技頁 2000-12-25、chiuinan 記 2001）指向 2000–2001，原 frontmatter 的 2002 為中國下載站互抄誤植。已改 `year: 2001`；`publisher_tw: 智冠` 沿用一代、
SOURCE	cdg-0377	cdg-0377:true		宇峻／奧汀／宇峻奧汀 系列批次 存疑	324	cdg-0377 大富翁世界之旅3 資料最薄（主要單一百度頁）：台灣發行通路、系統全貌、是否系列末作均未專門查證；`publisher_tw` 留空。突破點：巴哈 ACG 或實體盒裝。
EDIT	cdg-0568|cdg-0567	cdg-0568:true,cdg-0567:true		宇峻／奧汀／宇峻奧汀 系列批次 存疑	325	cdg-0568 幻想三國誌2 養成/變身系統名稱分歧：維基作「化印獸」、社群/巴哈精華區通稱「繭印獸/繭印系統」（一代條目 cdg-0567 用「繭印獸」）；正文暫未展開系統名，待統一。FS2 戰鬥制另有「回合＋半即時」與「團隊即時」兩說，正文採官方/chiuinan 的即時制。
SOURCE	cdg-0571	cdg-0571:true	2009-01-16	宇峻／奧汀／宇峻奧汀 系列批次 存疑	326	cdg-0571 幻想三國誌4外傳 主角名異體：多數作「樓澈」（Steam/Fandom），部分維基摘要作「樓澆」；正文採「樓澈」。中國版發行日 2009-11-25 與 2009-01-16 兩說並存。
SOURCE	cdg-0245	cdg-0245:true		宇峻／奧汀／宇峻奧汀 系列批次 存疑	327	cdg-0245 三國群英傳7 製作人員（設計 李宗翰／美術 顧凱威／音樂 吳菁菁）僅維基 infobox 單一來源，未填 `staff[]`，待第二源交叉驗證後再補。
SOURCE	cdg-0241	cdg-0241:true	2002-01-25	宇峻／奧汀／宇峻奧汀 系列批次 存疑	328	cdg-0241 三國群英傳3 發行年分歧：chiuinan 記 2001、維基系列頁與 jendow 記 2002-01-25；已改 `year: 2002`（採多源且精確者），正文並陳 2001 說。SG3/SG4 台灣發行商亦有分歧（chiuinan 記智冠代理、維基記宇峻奧汀自行發行）；因屬合併前作品、沿用 c
SOURCE	cdg-1526	cdg-1526:true		弘煜／風色幻想 系列批次 存疑	331	cdg-1526 風色幻想2：aLIVE 原始發行月分歧（chiuinan/Steam 記 2002-09，另一搜尋結果稱 8-31）；另有單一來源稱台灣代理商為智冠，未經第二源證實——現 `publisher_tw: []`（弘煜自行發行），待查。已修正原壞標題「風色幻想2：」→「風色幻想2：aLIVE」、slug 
